"word1"	"word2"	"word3"	"word4"	"word5"	"freq"
"31526"	"know"	"what"	"that"	"means"	"farragut"	1
"31527"	"know"	"what"	"that"	"represents"	"here"	1
"31528"	"know"	"what"	"theyre"	"planning"	"either"	1
"31529"	"know"	"what"	"you"	"guys"	"should"	1
"31530"	"know"	"what"	"you"	"will"	"see"	1
"31531"	"know"	"when"	"are"	"you"	"coming"	1
"31532"	"know"	"when"	"its"	"back"	"up"	1
"31533"	"know"	"where"	"he"	"gets"	"it"	1
"31534"	"know"	"where"	"things"	"were"	"headed"	1
"31535"	"know"	"where"	"to"	"find"	"us"	1
"31536"	"know"	"where"	"your"	"going"	"tonight"	1
"31537"	"know"	"which"	"direction"	"they"	"are"	1
"31538"	"know"	"who"	"i"	"am"	"have"	1
"31539"	"know"	"who"	"she"	"is"	"gosh"	1
"31540"	"know"	"why"	"he"	"cheap"	"shotted"	1
"31541"	"know"	"why"	"i"	"wiped"	"them"	1
"31542"	"know"	"why"	"she"	"is"	"reassigned"	1
"31543"	"know"	"why"	"steve"	"jobs"	"just"	1
"31544"	"know"	"yall"	"got"	"real"	"weird"	1
"31545"	"know"	"you"	"and"	"you"	"know"	1
"31546"	"know"	"you"	"are"	"a"	"phd"	1
"31547"	"know"	"you"	"dont"	"want"	"me"	1
"31548"	"know"	"you"	"have"	"to"	"wake"	1
"31549"	"know"	"your"	"a"	"belieber"	"when"	1
"31550"	"know"	"your"	"favorite"	"line"	"and"	1
"31551"	"know"	"your"	"not"	"god"	"your"	1
"31552"	"know"	"youre"	"a"	"marketer"	"when"	1
"31553"	"know"	"youre"	"a"	"photographer"	"when"	1
"31554"	"know"	"yourself"	"you"	"are"	"empowered"	1
"31555"	"knowing"	"everything"	"do"	"you"	"apologize"	1
"31556"	"knowing"	"he"	"is"	"a"	"widow"	1
"31557"	"knowing"	"its"	"not"	"even"	"in"	1
"31558"	"knowing"	"that"	"id"	"need"	"more"	1
"31559"	"knowing"	"that"	"in"	"the"	"ensuing"	1
"31560"	"knowing"	"that"	"some"	"of"	"the"	1
"31561"	"knowing"	"the"	"name"	"of"	"the"	1
"31562"	"knowing"	"the"	"reaction"	"it"	"may"	1
"31563"	"knowing"	"this"	"natural"	"selection"	"is"	1
"31564"	"knowing"	"where"	"things"	"might"	"work"	1
"31565"	"knowledge"	"of"	"jesus"	"as"	"the"	1
"31566"	"knowledge"	"of"	"the"	"new"	"geek"	1
"31567"	"knowledge"	"of"	"uk"	"politics"	"by"	1
"31568"	"known"	"by"	"its"	"acronym"	"of"	1
"31569"	"known"	"fact"	"but"	"its"	"actually"	1
"31570"	"known"	"for"	"in"	"the"	"same"	1
"31571"	"known"	"so"	"much"	"strife"	"can"	1
"31572"	"knows"	"far"	"more"	"about"	"their"	1
"31573"	"knows"	"him"	"youre"	"an"	"amazing"	1
"31574"	"knows"	"its"	"a"	"very"	"real"	1
"31575"	"knows"	"me"	"the"	"way"	"u"	1
"31576"	"knows"	"more"	"the"	"only"	"logical"	1
"31577"	"knows"	"she"	"can"	"change"	"it"	1
"31578"	"knows"	"so"	"much"	"more"	"than"	1
"31579"	"knows"	"the"	"direction"	"and"	"are"	1
"31580"	"knows"	"the"	"syndrome"	"is"	"much"	1
"31581"	"knows"	"what"	"to"	"do"	"the"	1
"31582"	"knows"	"what"	"would"	"happen"	"in"	1
"31583"	"knows"	"when"	"one"	"is"	"ill"	1
"31584"	"knows"	"who"	"the"	"movers"	"and"	1
"31585"	"knows"	"who"	"you"	"are"	"or"	1
"31586"	"knows"	"your"	"business"	"almost"	"before"	1
"31587"	"knows"	"youre"	"a"	"dog"	"articles"	1
"31588"	"kobe"	"bryant"	"haha"	"he"	"went"	1
"31589"	"kogodwomen"	"to"	"connect"	"at"	"the"	1
"31590"	"kollection"	"is"	"now"	"at"	"sears"	1
"31591"	"komics"	"the"	"second"	"mystic"	"and"	1
"31592"	"kong"	"and"	"this"	"issue"	"is"	1
"31593"	"koningshoeven"	"who"	"introduced"	"the"	"first"	1
"31594"	"kool"	"aid"	"smile"	"ive"	"never"	1
"31595"	"korea"	"is"	"far"	"crueler"	"than"	1
"31596"	"korean"	"salon"	"down"	"the"	"block"	1
"31597"	"koreas"	"iron"	"curtain"	"but"	"for"	1
"31598"	"korin"	"and"	"i"	"are"	"expecting"	1
"31599"	"kottaras"	"against"	"a"	"difficult"	"pitcherwhile"	1
"31600"	"kottaras"	"for"	"lucroy"	"last"	"night"	1
"31601"	"kotz"	"remains"	"a"	"child"	"of"	1
"31602"	"kraft"	"coredinations"	"paper"	"prima"	"wood"	1
"31603"	"kraft"	"embellishments"	"i"	"love"	"the"	1
"31604"	"kris"	"cant"	"wait"	"until"	"hits"	1
"31605"	"krishnas"	"sweet"	"niece"	"again"	"in"	1
"31606"	"kristen"	"it"	"was"	"hope"	"you"	1
"31607"	"kroft"	"of"	"marzonis"	"brick"	"oven"	1
"31608"	"ksea"	"site"	"dimensions"	"are"	"x"	1
"31609"	"ktron"	"i"	"hope"	"you"	"have"	1
"31610"	"kttape"	"calf"	"compression"	"sleeves"	"during"	1
"31611"	"kube"	"haunted"	"house"	"last"	"night"	1
"31612"	"kudos"	"for"	"the"	"best"	"profile"	1
"31613"	"kudos"	"to"	"your"	"team"	"for"	1
"31614"	"kurdish"	"environment"	"there"	"are"	"now"	1
"31615"	"kurdish"	"peacemakers"	"practicing"	"peacemaking"	"in"	1
"31616"	"kurdish"	"peacemakers"	"to"	"be"	"the"	1
"31617"	"kurdistan"	"how"	"many"	"courses"	"are"	1
"31618"	"kurt"	"rosenwinkel"	"aaron"	"parks"	"ugonna"	1
"31619"	"kurt"	"warner"	"and"	"the"	"pressures"	1
"31620"	"kwame"	"ish"	"sounded"	"better"	"on"	1
"31621"	"ky"	"wonder"	"if"	"were"	"related"	1
"31622"	"l"	"and"	"another"	"mummy"	"and"	1
"31623"	"l"	"smith"	"jj"	"xu"	"x"	1
"31624"	"la"	"am"	"all"	"stations"	"black"	1
"31625"	"la"	"cumbre"	"wins"	"gold"	"in"	1
"31626"	"la"	"friends"	"go"	"see"	"seoulsonic"	1
"31627"	"la"	"jolla"	"comedy"	"store"	"tomorrow"	1
"31628"	"la"	"ligas"	"history"	"to"	"be"	1
"31629"	"labadies"	"ash"	"ponds"	"its"	"composed"	1
"31630"	"label"	"for"	"normally"	"and"	"tattinger"	1
"31631"	"labeled"	"obstructed"	"view"	"ie"	"cant"	1
"31632"	"labor"	"and"	"sieg"	"would"	"not"	1
"31633"	"labor"	"creek"	"and"	"had"	"the"	1
"31634"	"labor"	"day"	"as"	"expected"	"rallyists"	1
"31635"	"labor"	"market"	"confirms"	"that"	"jobs"	1
"31636"	"labor"	"union"	"felonies"	"affect"	"entire"	1
"31637"	"laboratory"	"i"	"think"	"of"	"dexters"	1
"31638"	"labrot"	"said"	"we"	"bring"	"an"	1
"31639"	"labs"	"and"	"a"	"girl"	"in"	1
"31640"	"labs"	"and"	"bathroom"	"doors"	"are"	1
"31641"	"lace"	"is"	"very"	"soft"	"and"	1
"31642"	"lace"	"on"	"the"	"original"	"jsk"	1
"31643"	"lace"	"to"	"the"	"bottom"	"of"	1
"31644"	"lacing"	"up"	"my"	"shoes"	"and"	1
"31645"	"lack"	"of"	"gasoline"	"has"	"prevented"	1
"31646"	"lack"	"of"	"knowledge"	"of"	"uk"	1
"31647"	"laconic"	"drawl"	"and"	"a"	"rhythm"	1
"31648"	"lacrosse"	"virginia"	"vs"	"princeton"	"aint"	1
"31649"	"laden"	"so"	"the"	"war"	"is"	1
"31650"	"ladies"	"and"	"four"	"preschoolers"	"underfoot"	1
"31651"	"ladies"	"and"	"gentlemen"	"best"	"purchase"	1
"31652"	"ladies"	"do"	"it"	"when"	"paolo"	1
"31653"	"ladies"	"interviewing"	"pick"	"up"	"there"	1
"31654"	"ladies"	"my"	"friends"	"my"	"comrades"	1
"31655"	"ladies"	"out"	"there"	"who"	"are"	1
"31656"	"ladies"	"stress"	"levels"	"were"	"visibly"	1
"31657"	"ladies"	"who"	"just"	"started"	"last"	1
"31658"	"ladies"	"with"	"a"	"table"	"in"	1
"31659"	"lady"	"and"	"shouting"	"man"	"who"	1
"31660"	"lady"	"are"	"you"	"talking"	"about"	1
"31661"	"lady"	"day"	"but"	"amy"	"winehouse"	1
"31662"	"lady"	"falcons"	"start"	"volleyball"	"season"	1
"31663"	"lady"	"gaga"	"in"	"the"	"library"	1
"31664"	"lady"	"is"	"able"	"to"	"pick"	1
"31665"	"lady"	"mark"	"coulier"	"and"	"j"	1
"31666"	"lady"	"reversed"	"her"	"car"	"up"	1
"31667"	"lady"	"she"	"has"	"such"	"a"	1
"31668"	"lady"	"to"	"text"	"morgan"	"back"	1
"31669"	"lady"	"was"	"in"	"front"	"of"	1
"31670"	"lady"	"will"	"do"	"for"	"a"	1
"31671"	"laid"	"into"	"a"	"cover"	"genius"	1
"31672"	"laid"	"off"	"from"	"new"	"stuff"	1
"31673"	"laid"	"off"	"in"	"the"	"event"	1
"31674"	"laid"	"there"	"trying"	"to"	"drift"	1
"31675"	"laissez"	"les"	"bons"	"temps"	"rouler"	1
"31676"	"lake"	"and"	"beach"	"pretty"	"much"	1
"31677"	"lake"	"i"	"wish"	"there"	"were"	1
"31678"	"lake"	"of"	"our"	"holidays"	"waterskied"	1
"31679"	"lake"	"or"	"a"	"hike"	"in"	1
"31680"	"lake"	"shore"	"drive"	"would"	"be"	1
"31681"	"lake"	"so"	"beautiful"	"here"	"kingsville"	1
"31682"	"lake"	"to"	"spend"	"mothers"	"day"	1
"31683"	"lakes"	"and"	"streams"	"you"	"become"	1
"31684"	"lakes"	"winter"	"haven"	"stadium"	"orlando"	1
"31685"	"lakeview"	"post"	"office"	"for"	"the"	1
"31686"	"lamar"	"is"	"too"	"real"	"for"	1
"31687"	"lamar"	"on"	"repeat"	"playing"	"all"	1
"31688"	"lamb"	"but"	"still"	"as"	"they"	1
"31689"	"lamb"	"this"	"believe"	"that"	"the"	1
"31690"	"lambs"	"the"	"hour"	"i"	"first"	1
"31691"	"lame"	"im"	"not"	"idk"	"bout"	1
"31692"	"lamichael"	"to"	"the"	"niners"	"i"	1
"31693"	"lammy"	"oh"	"well"	"i"	"thought"	1
"31694"	"lamp"	"and"	"you"	"were"	"willing"	1
"31695"	"lamp"	"most"	"of"	"the"	"family"	1
"31696"	"lamp"	"the"	"dvd"	"cover"	"art"	1
"31697"	"lancme"	"creme"	"mousse"	"confort"	"comforting"	1
"31698"	"land"	"and"	"a"	"region"	"that"	1
"31699"	"land"	"and"	"the"	"spirits"	"in"	1
"31700"	"land"	"but"	"my"	"options"	"are"	1
"31701"	"land"	"even"	"if"	"it"	"is"	1
"31702"	"land"	"she"	"has"	"dreamt"	"of"	1
"31703"	"land"	"that"	"they"	"own"	"with"	1
"31704"	"landfills"	"groundwater"	"the"	"city"	"was"	1
"31705"	"landing"	"armstead"	"theyre"	"getting"	"a"	1
"31706"	"landing"	"emily"	"and"	"meg"	"were"	1
"31707"	"landing"	"its"	"a"	"great"	"and"	1
"31708"	"landing"	"lineman"	"arik"	"armstead"	"is"	1
"31709"	"landmark"	"people"	"i"	"feel"	"like"	1
"31710"	"landowners"	"and"	"mine"	"owners"	"it"	1
"31711"	"lanes"	"in"	"the"	"pool"	"were"	1
"31712"	"language"	"class"	"we"	"are"	"currently"	1
"31713"	"language"	"i"	"hate"	"it"	"if"	1
"31714"	"language"	"independent"	"mauritanian"	"news"	"website"	1
"31715"	"language"	"that"	"would"	"allow"	"indefinite"	1
"31716"	"lannies"	"clocktower"	"cabarets"	"pure"	"piaf"	1
"31717"	"lanson"	"black"	"label"	"for"	"normally"	1
"31718"	"lantern"	"xmen"	"ive"	"seen"	"them"	1
"31719"	"lanterns"	"candles"	"photoframes"	"and"	"such"	1
"31720"	"lap"	"filled"	"with"	"julios"	"chips"	1
"31721"	"lap"	"for"	"me"	"to"	"lay"	1
"31722"	"lap"	"of"	"the"	"entire"	"apartment"	1
"31723"	"lap"	"without"	"thinking"	"i"	"reached"	1
"31724"	"laps"	"at"	"the"	"pool"	"because"	1
"31725"	"laps"	"ive"	"run"	"without"	"a"	1
"31726"	"laptops"	"or"	"library"	"computers"	"or"	1
"31727"	"large"	"and"	"felt"	"really"	"thick"	1
"31728"	"large"	"bowl"	"mash"	"the"	"fresh"	1
"31729"	"large"	"chunks"	"mostly"	"so"	"that"	1
"31730"	"large"	"concrete"	"buildings"	"on"	"the"	1
"31731"	"large"	"government"	"debt"	"and"	"a"	1
"31732"	"large"	"human"	"puts"	"me"	"in"	1
"31733"	"large"	"number"	"of"	"metallica"	"tshirts"	1
"31734"	"large"	"part"	"in"	"the"	"early"	1
"31735"	"large"	"red"	"circle"	"around"	"the"	1
"31736"	"large"	"scale"	"blownup"	"photos"	"of"	1
"31737"	"large"	"whirlpools"	"and"	"three"	"even"	1
"31738"	"large"	"yellow"	"brackets"	"of"	"chickenofthewoods"	1
"31739"	"largely"	"owned"	"by"	"the"	"local"	1
"31740"	"larger"	"facilities"	"improve"	"health"	"outcomes"	1
"31741"	"larger"	"mass"	"of"	"swarming"	"bees"	1
"31742"	"larger"	"number"	"of"	"people"	"may"	1
"31743"	"larger"	"piece"	"of"	"fabric"	"which"	1
"31744"	"larger"	"pools"	"the"	"cabanas"	"include"	1
"31745"	"larger"	"public"	"audience"	"by"	"online"	1
"31746"	"larger"	"than"	"myself"	"that"	"i"	1
"31747"	"larger"	"tumors"	"and"	"have"	"tumors"	1
"31748"	"larger"	"two"	"houses"	"but"	"i"	1
"31749"	"largest"	"predator"	"on"	"earth"	"the"	1
"31750"	"largest"	"snake"	"that"	"has"	"ever"	1
"31751"	"largest"	"traveller"	"community"	"for"	"the"	1
"31752"	"larry"	"harlow"	"to"	"pitch"	"and"	1
"31753"	"larynx"	"transfer"	"now"	"she"	"has"	1
"31754"	"las"	"vegas"	"again"	"and"	"come"	1
"31755"	"last"	"ab"	"to"	"make"	"it"	1
"31756"	"last"	"anxieties"	"of"	"returning"	"to"	1
"31757"	"last"	"autumn"	"but"	"we"	"wanted"	1
"31758"	"last"	"battle"	"of"	"atlanta"	"as"	1
"31759"	"last"	"beseeching"	"glance"	"of"	"le"	1
"31760"	"last"	"comment"	"on"	"to"	"better"	1
"31761"	"last"	"couple"	"of"	"general"	"conferences"	1
"31762"	"last"	"day"	"at"	"my"	"day"	1
"31763"	"last"	"day"	"in"	"socal"	"gotta"	1
"31764"	"last"	"day"	"in"	"the"	"office"	1
"31765"	"last"	"day"	"of"	"school"	"and"	1
"31766"	"last"	"day"	"to"	"get"	"up"	1
"31767"	"last"	"day"	"with"	"usha"	"she"	1
"31768"	"last"	"episode"	"of"	"this"	"season"	1
"31769"	"last"	"evening"	"for"	"one"	"of"	1
"31770"	"last"	"few"	"days"	"had"	"to"	1
"31771"	"last"	"few"	"years"	"and"	"in"	1
"31772"	"last"	"friday"	"for"	"dinner"	"i"	1
"31773"	"last"	"friday"	"i"	"made"	"a"	1
"31774"	"last"	"frost"	"date"	"as"	"these"	1
"31775"	"last"	"frost"	"for"	"melons"	"and"	1
"31776"	"last"	"frost"	"for"	"the"	"year"	1
"31777"	"last"	"good"	"thing"	"in"	"his"	1
"31778"	"last"	"half"	"of"	"book"	"two"	1
"31779"	"last"	"here"	"is"	"a"	"photo"	1
"31780"	"last"	"i"	"thoroughly"	"enjoyed"	"the"	1
"31781"	"last"	"inn"	"happy"	"to"	"be"	1
"31782"	"last"	"item"	"i"	"have"	"to"	1
"31783"	"last"	"level"	"of"	"the"	"night"	1
"31784"	"last"	"little"	"teaser"	"shabby"	"apple"	1
"31785"	"last"	"meeting"	"but"	"i"	"wasnt"	1
"31786"	"last"	"minute"	"details"	"before"	"heading"	1
"31787"	"last"	"monday"	"morning"	"at"	"after"	1
"31788"	"last"	"month"	"i"	"wrote"	"a"	1
"31789"	"last"	"month"	"in"	"the"	"fridge"	1
"31790"	"last"	"month"	"that"	"fewer"	"flights"	1
"31791"	"last"	"months"	"than"	"my"	"entire"	1
"31792"	"last"	"name"	"lol"	"i"	"wonder"	1
"31793"	"last"	"night"	"and"	"despairing"	"of"	1
"31794"	"last"	"night"	"and"	"threatened"	"to"	1
"31795"	"last"	"night"	"barely"	"have"	"time"	1
"31796"	"last"	"night"	"crosses"	"fingers"	"to"	1
"31797"	"last"	"night"	"for"	"hours"	"ritchelle"	1
"31798"	"last"	"night"	"god"	"is"	"good"	1
"31799"	"last"	"night"	"i"	"dreamt"	"that"	1
"31800"	"last"	"night"	"ill"	"be"	"taking"	1
"31801"	"last"	"night"	"miles"	"on"	"the"	1
"31802"	"last"	"night"	"next"	"up"	"crossroads"	1
"31803"	"last"	"night"	"of"	"the"	"places"	1
"31804"	"last"	"night"	"over"	"people"	"filled"	1
"31805"	"last"	"night"	"that"	"seemed"	"content"	1
"31806"	"last"	"night"	"tough"	"spot"	"for"	1
"31807"	"last"	"night"	"we"	"came"	"up"	1
"31808"	"last"	"night"	"what"	"a"	"trip"	1
"31809"	"last"	"night"	"what"	"did"	"you"	1
"31810"	"last"	"night"	"what"	"the"	"heck"	1
"31811"	"last"	"night"	"yes"	"there"	"are"	1
"31812"	"last"	"oakland"	"lunch"	"today"	"soldierssailors"	1
"31813"	"last"	"pieces"	"are"	"like"	"you"	1
"31814"	"last"	"post"	"til"	"boxing"	"practice"	1
"31815"	"last"	"pregnant"	"most"	"of"	"all"	1
"31816"	"last"	"puff"	"of"	"his"	"cigarette"	1
"31817"	"last"	"quarters"	"results"	"from"	"my"	1
"31818"	"last"	"shot"	"would"	"never"	"see"	1
"31819"	"last"	"song"	"demo"	"for"	"the"	1
"31820"	"last"	"sunday"	"we"	"said"	"the"	1
"31821"	"last"	"ten"	"minutes"	"always"	"goes"	1
"31822"	"last"	"tweet"	"guess"	"we"	"know"	1
"31823"	"last"	"tweet"	"mssing"	"pl"	"in"	1
"31824"	"last"	"two"	"are"	"darling"	"and"	1
"31825"	"last"	"two"	"books"	"i"	"read"	1
"31826"	"last"	"view"	"of"	"him"	"which"	1
"31827"	"last"	"week"	"and"	"involved"	"m"	1
"31828"	"last"	"week"	"and"	"it"	"stayed"	1
"31829"	"last"	"week"	"basketball"	"was"	"slowing"	1
"31830"	"last"	"week"	"by"	"defense"	"secretary"	1
"31831"	"last"	"week"	"in"	"us"	"bankruptcy"	1
"31832"	"last"	"week"	"it"	"is"	"weird"	1
"31833"	"last"	"week"	"was"	"the"	"last"	1
"31834"	"last"	"week"	"we"	"three"	"stood"	1
"31835"	"last"	"week"	"we"	"worked"	"on"	1
"31836"	"last"	"week"	"you"	"might"	"have"	1
"31837"	"last"	"year"	"as"	"people"	"stood"	1
"31838"	"last"	"year"	"care"	"to"	"do"	1
"31839"	"last"	"year"	"her"	"family"	"gave"	1
"31840"	"last"	"year"	"in"	"my"	"first"	1
"31841"	"last"	"year"	"the"	"national"	"trust"	1
"31842"	"last"	"year"	"who"	"will"	"miss"	1
"31843"	"last"	"years"	"tragic"	"hazing"	"scandal"	1
"31844"	"lastclick"	"attribution"	"methods"	"are"	"least"	1
"31845"	"lasted"	"only"	"seven"	"more"	"games"	1
"31846"	"lasttimeichecked"	"guys"	"arnt"	"supposed"	"to"	1
"31847"	"latched"	"on"	"to"	"encouraging"	"comments"	1
"31848"	"late"	"a"	"combination"	"of"	"the"	1
"31849"	"late"	"but"	"no"	"its"	"and"	1
"31850"	"late"	"night"	"movies"	"my"	"curfew"	1
"31851"	"late"	"registration"	"is"	"open"	"until"	1
"31852"	"late"	"sunday"	"and"	"i"	"have"	1
"31853"	"late"	"to"	"start"	"over"	"in"	1
"31854"	"late"	"to"	"the"	"game"	"i"	1
"31855"	"late"	"with"	"a"	"group"	"of"	1
"31856"	"lately"	"using"	"pagewood"	"farms"	"yukon"	1
"31857"	"latenight"	"visit"	"would"	"be"	"uberromantic"	1
"31858"	"later"	"agreed"	"to"	"read"	"the"	1
"31859"	"later"	"but"	"they"	"said"	"he"	1
"31860"	"later"	"hes"	"back"	"with"	"a"	1
"31861"	"later"	"i"	"found"	"a"	"stationary"	1
"31862"	"later"	"i"	"had"	"so"	"much"	1
"31863"	"later"	"identifies"	"le"	"grand"	"as"	1
"31864"	"later"	"in"	"the"	"day"	"after"	1
"31865"	"later"	"invalidated"	"oklahomas"	"death"	"penalty"	1
"31866"	"later"	"it"	"informed"	"me"	"that"	1
"31867"	"later"	"my"	"next"	"boss"	"leaves"	1
"31868"	"later"	"on"	"how"	"exciting"	"huhlol"	1
"31869"	"later"	"so"	"you"	"see"	"what"	1
"31870"	"later"	"than"	"planned"	"due"	"to"	1
"31871"	"later"	"that"	"people"	"were"	"shot"	1
"31872"	"later"	"the"	"double"	"cabin"	"was"	1
"31873"	"later"	"the"	"little"	"eggs"	"have"	1
"31874"	"later"	"they"	"lifted"	"off"	"and"	1
"31875"	"later"	"we"	"learned"	"to"	"hide"	1
"31876"	"later"	"will"	"be"	"great"	"to"	1
"31877"	"latest"	"gardening"	"book"	"and"	"an"	1
"31878"	"latest"	"james"	"okeefe"	"gotcha"	"video"	1
"31879"	"latest"	"most"	"excellent"	"dis"	"of"	1
"31880"	"latest"	"press"	"release"	"all"	"the"	1
"31881"	"latest"	"surge"	"in"	"popularity"	"for"	1
"31882"	"lathe"	"mill"	"seeds"	"into"	"trees"	1
"31883"	"latin"	"america"	"and"	"the"	"caribbean"	1
"31884"	"latin"	"empire"	"in"	"mexico"	"that"	1
"31885"	"lats"	"core"	"shoulders"	"triceps"	"back"	1
"31886"	"latte"	"will"	"be"	"out"	"january"	1
"31887"	"latter"	"part"	"where"	"he"	"sputtered"	1
"31888"	"laugh"	"at"	"random"	"moments"	"i"	1
"31889"	"laugh"	"i"	"participate"	"in"	"forums"	1
"31890"	"laugh"	"im"	"not"	"going"	"to"	1
"31891"	"laugh"	"like"	"i"	"said"	"he"	1
"31892"	"laugh"	"out"	"loud"	"but"	"so"	1
"31893"	"laughed"	"at"	"the"	"name"	"of"	1
"31894"	"laughing"	"kids"	"and"	"flowers"	"in"	1
"31895"	"laughter"	"filled"	"the"	"kitchen"	"and"	1
"31896"	"launched"	"its"	"own"	"newspaper"	"the"	1
"31897"	"laundry"	"just"	"change"	"out"	"the"	1
"31898"	"laura"	"ingalls"	"has"	"filed"	"for"	1
"31899"	"laura"	"m"	"bridget"	"m"	"greg"	1
"31900"	"lauren"	"but"	"enough"	"words"	"heres"	1
"31901"	"lauren"	"potts"	"for"	"being"	"a"	1
"31902"	"lauren"	"weedman"	"in"	"no"	"you"	1
"31903"	"lavender"	"bergamot"	"clove"	"cinnamon"	"gaiac"	1
"31904"	"law"	"as"	"we"	"usually"	"do"	1
"31905"	"law"	"bush"	"intended"	"to"	"install"	1
"31906"	"law"	"catch"	"me"	"ive"	"never"	1
"31907"	"law"	"expressly"	"prohibits"	"funding"	"of"	1
"31908"	"law"	"planted"	"when"	"they"	"first"	1
"31909"	"lawmakers"	"broke"	"house"	"rules"	"when"	1
"31910"	"laws"	"of"	"media"	"as"	"an"	1
"31911"	"laws"	"were"	"creating"	"a"	"solution"	1
"31912"	"lawyer"	"claimed"	"steroids"	"evidence"	"was"	1
"31913"	"lawyer"	"or"	"two"	"will"	"weigh"	1
"31914"	"lawyers"	"in"	"submitting"	"rule"	"requests"	1
"31915"	"lawyers"	"pointed"	"out"	"that"	"a"	1
"31916"	"lax"	"teams"	"ranking"	"undefeated"	"good"	1
"31917"	"lay"	"a"	"firm"	"foundation"	"with"	1
"31918"	"lay"	"my"	"head"	"in"	"and"	1
"31919"	"lay"	"out"	"towns"	"much"	"of"	1
"31920"	"layer"	"of"	"homemade"	"whipped"	"cream"	1
"31921"	"layer"	"of"	"mustard"	"over"	"the"	1
"31922"	"layers"	"of"	"merde"	"involved"	"in"	1
"31923"	"laying"	"down"	"talking"	"u"	"some"	1
"31924"	"laying"	"low"	"finishing"	"up"	"the"	1
"31925"	"laying"	"queen"	"the"	"queen"	"cups"	1
"31926"	"laying"	"somewhere"	"on"	"the"	"floor"	1
"31927"	"lazy"	"and"	"didnt"	"feel"	"like"	1
"31928"	"lazy"	"and"	"want"	"to"	"come"	1
"31929"	"lazy"	"asses"	"and"	"start"	"shooting"	1
"31930"	"lbs"	"and"	"be"	"on"	"that"	1
"31931"	"lbs"	"youve"	"lost"	"some"	"weight"	1
"31932"	"lcd"	"tvs"	"and"	"ipod"	"docks"	1
"31933"	"le"	"grand"	"as"	"one"	"of"	1
"31934"	"le"	"grand"	"very"	"well"	"and"	1
"31935"	"le"	"sobs"	"with"	"you"	"now"	1
"31936"	"lead"	"america"	"and"	"only"	"citizens"	1
"31937"	"lead"	"at"	"home"	"is"	"the"	1
"31938"	"lead"	"by"	"example"	"cheering"	"someone"	1
"31939"	"lead"	"by"	"example"	"instead"	"it"	1
"31940"	"lead"	"developer"	"called"	"it"	"the"	1
"31941"	"lead"	"solo"	"by"	"jimi"	"the"	1
"31942"	"lead"	"the"	"way"	"to"	"dialogue"	1
"31943"	"lead"	"them"	"hold"	"them"	"and"	1
"31944"	"lead"	"to"	"a"	"civil"	"war"	1
"31945"	"leader"	"tenderhearted"	"gi"	"just"	"on"	1
"31946"	"leaders"	"he"	"describes"	"for"	"example"	1
"31947"	"leaders"	"james"	"mcpherson"	"when"	"i"	1
"31948"	"leaders"	"share"	"the"	"why"	"so"	1
"31949"	"leadership"	"comes"	"from"	"integrity"	"that"	1
"31950"	"leadership"	"today"	"is"	"influence"	"not"	1
"31951"	"leadership"	"was"	"also"	"fully"	"informed"	1
"31952"	"leading"	"member"	"of"	"the"	"pc"	1
"31953"	"leading"	"role"	"in"	"newcastle"	"life"	1
"31954"	"leading"	"to"	"mardi"	"gras"	"day"	1
"31955"	"leading"	"to"	"the"	"death"	"of"	1
"31956"	"leading"	"trips"	"in"	"these"	"mountain"	1
"31957"	"leading"	"up"	"to"	"christmas"	"you"	1
"31958"	"leading"	"your"	"mind"	"into"	"a"	1
"31959"	"leads"	"me"	"to"	"that"	"goal"	1
"31960"	"leads"	"to"	"witchcraft"	"and"	"lesbianism"	1
"31961"	"leafing"	"through"	"this"	"at"	"the"	1
"31962"	"league"	"changed"	"its"	"name"	"to"	1
"31963"	"league"	"sources"	"confirm"	"that"	"manning"	1
"31964"	"league"	"that"	"former"	"video"	"director"	1
"31965"	"leaner"	"and"	"more"	"savory"	"and"	1
"31966"	"leaner"	"financially"	"but"	"thats"	"ok"	1
"31967"	"learn"	"about"	"my"	"art"	"by"	1
"31968"	"learn"	"about"	"the"	"world"	"around"	1
"31969"	"learn"	"about"	"ways"	"to"	"promote"	1
"31970"	"learn"	"everything"	"you"	"can"	"anytime"	1
"31971"	"learn"	"from"	"collaborating"	"with"	"such"	1
"31972"	"learn"	"from"	"many"	"people"	"from"	1
"31973"	"learn"	"from"	"your"	"tweets"	"so"	1
"31974"	"learn"	"how"	"by"	"the"	"time"	1
"31975"	"learn"	"more"	"do"	"more"	"and"	1
"31976"	"learn"	"new"	"people"	"that"	"i"	1
"31977"	"learn"	"skills"	"such"	"as"	"communication"	1
"31978"	"learn"	"that"	"many"	"nba"	"players"	1
"31979"	"learn"	"things"	"about"	"your"	"friends"	1
"31980"	"learnbe"	"taughtto"	"look"	"failure"	"in"	1
"31981"	"learned"	"about"	"it"	"during"	"media"	1
"31982"	"learned"	"and"	"is"	"a"	"graduate"	1
"31983"	"learned"	"everything"	"they"	"know"	"about"	1
"31984"	"learned"	"in"	"spanish"	"in"	"college"	1
"31985"	"learned"	"my"	"lesson"	"long"	"ago"	1
"31986"	"learned"	"that"	"having"	"a"	"child"	1
"31987"	"learned"	"that"	"shed"	"been"	"a"	1
"31988"	"learned"	"that"	"those"	"that"	"truly"	1
"31989"	"learned"	"to"	"control"	"his"	"quick"	1
